student_id,email_address,first_name,last_name,courses,grade,marks
563,student563@example.edu,FN563,LN563,C101,B,55
564,student564@example.edu,FN564,LN564,C101,B,70
565,student565@example.edu,FN565,LN565,C101,B,32
566,student566@example.edu,FN566,LN566,C101,B,69
567,student567@example.edu,FN567,LN567,C101,B,56
568,student568@example.edu,FN568,LN568,C101,B,68
569,student569@example.edu,FN569,LN569,C101,B,58
570,student570@example.edu,FN570,LN570,C101,B,1
571,student571@example.edu,FN571,LN571,C101,B,50
572,student572@example.edu,FN572,LN572,C101,B,43
573,student573@example.edu,FN573,LN573,C101,B,21
574,student574@example.edu,FN574,LN574,C101,B,33
575,student575@example.edu,FN575,LN575,C101,B,62
576,student576@example.edu,FN576,LN576,C101,B,3
577,student577@example.edu,FN577,LN577,C101,B,82
578,student578@example.edu,FN578,LN578,C101,B,53
579,student579@example.edu,FN579,LN579,C101,B,73
580,student580@example.edu,FN580,LN580,C101,B,2
581,student581@example.edu,FN581,LN581,C101,B,7
582,student582@example.edu,FN582,LN582,C101,B,88
583,student583@example.edu,FN583,LN583,C101,B,45
584,student584@example.edu,FN584,LN584,C101,B,74
585,student585@example.edu,FN585,LN585,C101,B,17
586,student586@example.edu,FN586,LN586,C101,B,75
587,student587@example.edu,FN587,LN587,C101,B,16
588,student588@example.edu,FN588,LN588,C101,B,17
589,student589@example.edu,FN589,LN589,C101,B,33
590,student590@example.edu,FN590,LN590,C101,B,35
591,student591@example.edu,FN591,LN591,C101,B,50
592,student592@example.edu,FN592,LN592,C101,B,72
593,student593@example.edu,FN593,LN593,C101,B,51
594,student594@example.edu,FN594,LN594,C101,B,22
595,student595@example.edu,FN595,LN595,C101,B,78
596,student596@example.edu,FN596,LN596,C101,B,11
597,student597@example.edu,FN597,LN597,C101,B,29
598,student598@example.edu,FN598,LN598,C101,B,62
599,student599@example.edu,FN599,LN599,C101,B,0
600,student600@example.edu,FN600,LN600,C101,B,22
601,student601@example.edu,FN601,LN601,C101,B,67
602,student602@example.edu,FN602,LN602,C101,B,40
603,student603@example.edu,FN603,LN603,C101,B,64
604,student604@example.edu,FN604,LN604,C101,B,83
605,student605@example.edu,FN605,LN605,C101,B,56
606,student606@example.edu,FN606,LN606,C101,B,87
607,student607@example.edu,FN607,LN607,C101,B,81
608,student608@example.edu,FN608,LN608,C101,A,93
609,student609@example.edu,FN609,LN609,C101,B,28
610,student610@example.edu,FN610,LN610,C101,B,30
611,student611@example.edu,FN611,LN611,C101,B,40
612,student612@example.edu,FN612,LN612,C101,B,63
613,student613@example.edu,FN613,LN613,C101,B,87
614,student614@example.edu,FN614,LN614,C101,B,61
615,student615@example.edu,FN615,LN615,C101,B,28
616,student616@example.edu,FN616,LN616,C101,A,91
617,student617@example.edu,FN617,LN617,C101,B,52
618,student618@example.edu,FN618,LN618,C101,B,43
619,student619@example.edu,FN619,LN619,C101,B,71
620,student620@example.edu,FN620,LN620,C101,B,78
621,student621@example.edu,FN621,LN621,C101,A,93
622,student622@example.edu,FN622,LN622,C101,B,83
623,student623@example.edu,FN623,LN623,C101,B,35
624,student624@example.edu,FN624,LN624,C101,B,82
625,student625@example.edu,FN625,LN625,C101,B,28
626,student626@example.edu,FN626,LN626,C101,B,6
627,student627@example.edu,FN627,LN627,C101,B,9
628,student628@example.edu,FN628,LN628,C101,A,97
629,student629@example.edu,FN629,LN629,C101,B,65
630,student630@example.edu,FN630,LN630,C101,B,82
631,student631@example.edu,FN631,LN631,C101,B,47
632,student632@example.edu,FN632,LN632,C101,B,20
633,student633@example.edu,FN633,LN633,C101,B,65
634,student634@example.edu,FN634,LN634,C101,A,98
635,student635@example.edu,FN635,LN635,C101,B,26
636,student636@example.edu,FN636,LN636,C101,B,39
637,student637@example.edu,FN637,LN637,C101,B,38
638,student638@example.edu,FN638,LN638,C101,B,88
639,student639@example.edu,FN639,LN639,C101,B,38
640,student640@example.edu,FN640,LN640,C101,B,70
641,student641@example.edu,FN641,LN641,C101,B,47
642,student642@example.edu,FN642,LN642,C101,B,21
643,student643@example.edu,FN643,LN643,C101,B,89
644,student644@example.edu,FN644,LN644,C101,B,89
645,student645@example.edu,FN645,LN645,C101,A,94
646,student646@example.edu,FN646,LN646,C101,B,59
647,student647@example.edu,FN647,LN647,C101,B,76
648,student648@example.edu,FN648,LN648,C101,B,10
649,student649@example.edu,FN649,LN649,C101,B,15
650,student650@example.edu,FN650,LN650,C101,B,77
651,student651@example.edu,FN651,LN651,C101,B,65
652,student652@example.edu,FN652,LN652,C101,B,73
653,student653@example.edu,FN653,LN653,C101,B,48
654,student654@example.edu,FN654,LN654,C101,B,22
655,student655@example.edu,FN655,LN655,C101,B,19
656,student656@example.edu,FN656,LN656,C101,B,32
657,student657@example.edu,FN657,LN657,C101,B,54
658,student658@example.edu,FN658,LN658,C101,B,27
659,student659@example.edu,FN659,LN659,C101,B,72
660,student660@example.edu,FN660,LN660,C101,A,92
661,student661@example.edu,FN661,LN661,C101,A,96
662,student662@example.edu,FN662,LN662,C101,A,100
663,student663@example.edu,FN663,LN663,C101,B,6
664,student664@example.edu,FN664,LN664,C101,B,63
665,student665@example.edu,FN665,LN665,C101,B,87
666,student666@example.edu,FN666,LN666,C101,B,50
667,student667@example.edu,FN667,LN667,C101,A,91
668,student668@example.edu,FN668,LN668,C101,B,81
669,student669@example.edu,FN669,LN669,C101,B,44
670,student670@example.edu,FN670,LN670,C101,B,49
671,student671@example.edu,FN671,LN671,C101,B,65
672,student672@example.edu,FN672,LN672,C101,B,21
673,student673@example.edu,FN673,LN673,C101,B,69
674,student674@example.edu,FN674,LN674,C101,A,93
675,student675@example.edu,FN675,LN675,C101,B,5
676,student676@example.edu,FN676,LN676,C101,B,67
677,student677@example.edu,FN677,LN677,C101,B,11
678,student678@example.edu,FN678,LN678,C101,B,32
679,student679@example.edu,FN679,LN679,C101,B,80
680,student680@example.edu,FN680,LN680,C101,B,12
681,student681@example.edu,FN681,LN681,C101,B,34
682,student682@example.edu,FN682,LN682,C101,A,94
683,student683@example.edu,FN683,LN683,C101,B,10
684,student684@example.edu,FN684,LN684,C101,B,17
685,student685@example.edu,FN685,LN685,C101,A,99
686,student686@example.edu,FN686,LN686,C101,B,78
687,student687@example.edu,FN687,LN687,C101,B,84
688,student688@example.edu,FN688,LN688,C101,B,87
689,student689@example.edu,FN689,LN689,C101,B,89
690,student690@example.edu,FN690,LN690,C101,B,10
691,student691@example.edu,FN691,LN691,C101,B,56
692,student692@example.edu,FN692,LN692,C101,B,30
693,student693@example.edu,FN693,LN693,C101,B,48
694,student694@example.edu,FN694,LN694,C101,B,55
695,student695@example.edu,FN695,LN695,C101,B,50
696,student696@example.edu,FN696,LN696,C101,B,21
697,student697@example.edu,FN697,LN697,C101,B,41
698,student698@example.edu,FN698,LN698,C101,B,56
699,student699@example.edu,FN699,LN699,C101,B,16
700,student700@example.edu,FN700,LN700,C101,B,79
701,student701@example.edu,FN701,LN701,C101,B,62
702,student702@example.edu,FN702,LN702,C101,B,27
703,student703@example.edu,FN703,LN703,C101,B,15
704,student704@example.edu,FN704,LN704,C101,B,55
705,student705@example.edu,FN705,LN705,C101,B,76
706,student706@example.edu,FN706,LN706,C101,B,68
707,student707@example.edu,FN707,LN707,C101,B,52
708,student708@example.edu,FN708,LN708,C101,B,15
709,student709@example.edu,FN709,LN709,C101,B,84
710,student710@example.edu,FN710,LN710,C101,B,37
711,student711@example.edu,FN711,LN711,C101,B,35
712,student712@example.edu,FN712,LN712,C101,B,31
713,student713@example.edu,FN713,LN713,C101,B,48
714,student714@example.edu,FN714,LN714,C101,A,95
715,student715@example.edu,FN715,LN715,C101,B,71
716,student716@example.edu,FN716,LN716,C101,B,0
717,student717@example.edu,FN717,LN717,C101,B,24
718,student718@example.edu,FN718,LN718,C101,B,67
719,student719@example.edu,FN719,LN719,C101,B,56
720,student720@example.edu,FN720,LN720,C101,B,74
721,student721@example.edu,FN721,LN721,C101,B,2
722,student722@example.edu,FN722,LN722,C101,B,3
723,student723@example.edu,FN723,LN723,C101,B,80
724,student724@example.edu,FN724,LN724,C101,B,77
725,student725@example.edu,FN725,LN725,C101,B,31
726,student726@example.edu,FN726,LN726,C101,B,33
727,student727@example.edu,FN727,LN727,C101,B,26
728,student728@example.edu,FN728,LN728,C101,B,22
729,student729@example.edu,FN729,LN729,C101,B,36
730,student730@example.edu,FN730,LN730,C101,B,18
731,student731@example.edu,FN731,LN731,C101,B,69
732,student732@example.edu,FN732,LN732,C101,B,25
733,student733@example.edu,FN733,LN733,C101,B,34
734,student734@example.edu,FN734,LN734,C101,B,39
735,student735@example.edu,FN735,LN735,C101,B,74
736,student736@example.edu,FN736,LN736,C101,A,96
737,student737@example.edu,FN737,LN737,C101,B,32
738,student738@example.edu,FN738,LN738,C101,B,87
739,student739@example.edu,FN739,LN739,C101,B,57
740,student740@example.edu,FN740,LN740,C101,B,21
741,student741@example.edu,FN741,LN741,C101,B,69
742,student742@example.edu,FN742,LN742,C101,B,45
743,student743@example.edu,FN743,LN743,C101,B,62
744,student744@example.edu,FN744,LN744,C101,B,53
745,student745@example.edu,FN745,LN745,C101,B,15
746,student746@example.edu,FN746,LN746,C101,A,98
747,student747@example.edu,FN747,LN747,C101,B,26
748,student748@example.edu,FN748,LN748,C101,B,73
749,student749@example.edu,FN749,LN749,C101,B,49
750,updated750@example.edu,NEW750,LNEW750,C102,A,99
751,student751@example.edu,FN751,LN751,C101,B,36
752,student752@example.edu,FN752,LN752,C101,B,13
753,student753@example.edu,FN753,LN753,C101,B,3
754,student754@example.edu,FN754,LN754,C101,B,15
755,student755@example.edu,FN755,LN755,C101,B,72
756,student756@example.edu,FN756,LN756,C101,A,95
757,student757@example.edu,FN757,LN757,C101,B,1
758,student758@example.edu,FN758,LN758,C101,B,69
759,student759@example.edu,FN759,LN759,C101,B,37
760,student760@example.edu,FN760,LN760,C101,B,86
761,student761@example.edu,FN761,LN761,C101,A,97
762,student762@example.edu,FN762,LN762,C101,A,92
763,student763@example.edu,FN763,LN763,C101,B,83
764,student764@example.edu,FN764,LN764,C101,B,17
765,student765@example.edu,FN765,LN765,C101,B,9
766,student766@example.edu,FN766,LN766,C101,B,64
767,student767@example.edu,FN767,LN767,C101,B,47
768,student768@example.edu,FN768,LN768,C101,B,73
769,student769@example.edu,FN769,LN769,C101,B,39
770,student770@example.edu,FN770,LN770,C101,B,55
771,student771@example.edu,FN771,LN771,C101,B,64
772,student772@example.edu,FN772,LN772,C101,B,86
773,student773@example.edu,FN773,LN773,C101,B,45
774,student774@example.edu,FN774,LN774,C101,A,97
775,student775@example.edu,FN775,LN775,C101,B,67
776,student776@example.edu,FN776,LN776,C101,B,41
777,student777@example.edu,FN777,LN777,C101,B,0
778,student778@example.edu,FN778,LN778,C101,B,15
779,student779@example.edu,FN779,LN779,C101,B,56
780,student780@example.edu,FN780,LN780,C101,A,91
781,student781@example.edu,FN781,LN781,C101,B,57
782,student782@example.edu,FN782,LN782,C101,B,44
783,student783@example.edu,FN783,LN783,C101,B,39
784,student784@example.edu,FN784,LN784,C101,B,69
785,student785@example.edu,FN785,LN785,C101,B,51
786,student786@example.edu,FN786,LN786,C101,B,43
787,student787@example.edu,FN787,LN787,C101,A,100
788,student788@example.edu,FN788,LN788,C101,A,93
789,student789@example.edu,FN789,LN789,C101,B,87
790,student790@example.edu,FN790,LN790,C101,B,73
791,student791@example.edu,FN791,LN791,C101,B,63
792,student792@example.edu,FN792,LN792,C101,B,14
793,student793@example.edu,FN793,LN793,C101,B,82
794,student794@example.edu,FN794,LN794,C101,B,48
795,student795@example.edu,FN795,LN795,C101,B,48
796,student796@example.edu,FN796,LN796,C101,B,26
797,student797@example.edu,FN797,LN797,C101,B,71
798,student798@example.edu,FN798,LN798,C101,B,0
799,student799@example.edu,FN799,LN799,C101,B,35
800,student800@example.edu,FN800,LN800,C101,B,81
801,student801@example.edu,FN801,LN801,C101,B,76
802,student802@example.edu,FN802,LN802,C101,A,92
803,student803@example.edu,FN803,LN803,C101,A,94
804,student804@example.edu,FN804,LN804,C101,A,93
805,student805@example.edu,FN805,LN805,C101,B,65
806,student806@example.edu,FN806,LN806,C101,B,25
807,student807@example.edu,FN807,LN807,C101,B,59
808,student808@example.edu,FN808,LN808,C101,B,76
809,student809@example.edu,FN809,LN809,C101,B,66
810,student810@example.edu,FN810,LN810,C101,B,52
811,student811@example.edu,FN811,LN811,C101,A,95
812,student812@example.edu,FN812,LN812,C101,A,91
813,student813@example.edu,FN813,LN813,C101,B,39
814,student814@example.edu,FN814,LN814,C101,B,89
815,student815@example.edu,FN815,LN815,C101,B,21
816,student816@example.edu,FN816,LN816,C101,B,57
817,student817@example.edu,FN817,LN817,C101,B,79
818,student818@example.edu,FN818,LN818,C101,B,85
819,student819@example.edu,FN819,LN819,C101,B,67
820,student820@example.edu,FN820,LN820,C101,B,25
821,student821@example.edu,FN821,LN821,C101,B,46
822,student822@example.edu,FN822,LN822,C101,B,67
823,student823@example.edu,FN823,LN823,C101,B,0
824,student824@example.edu,FN824,LN824,C101,B,86
825,student825@example.edu,FN825,LN825,C101,B,49
826,student826@example.edu,FN826,LN826,C101,B,74
827,student827@example.edu,FN827,LN827,C101,B,54
828,student828@example.edu,FN828,LN828,C101,B,51
829,student829@example.edu,FN829,LN829,C101,B,43
830,student830@example.edu,FN830,LN830,C101,B,79
831,student831@example.edu,FN831,LN831,C101,B,74
832,student832@example.edu,FN832,LN832,C101,A,93
833,student833@example.edu,FN833,LN833,C101,B,89
834,student834@example.edu,FN834,LN834,C101,A,95
835,student835@example.edu,FN835,LN835,C101,B,8
836,student836@example.edu,FN836,LN836,C101,B,63
837,student837@example.edu,FN837,LN837,C101,A,95
838,student838@example.edu,FN838,LN838,C101,B,31
839,student839@example.edu,FN839,LN839,C101,B,81
840,student840@example.edu,FN840,LN840,C101,B,83
841,student841@example.edu,FN841,LN841,C101,B,37
842,student842@example.edu,FN842,LN842,C101,B,80
843,student843@example.edu,FN843,LN843,C101,B,2
844,student844@example.edu,FN844,LN844,C101,B,52
845,student845@example.edu,FN845,LN845,C101,A,92
846,student846@example.edu,FN846,LN846,C101,B,80
847,student847@example.edu,FN847,LN847,C101,B,19
848,student848@example.edu,FN848,LN848,C101,B,81
849,student849@example.edu,FN849,LN849,C101,A,99
850,student850@example.edu,FN850,LN850,C101,B,50
851,student851@example.edu,FN851,LN851,C101,A,100
852,student852@example.edu,FN852,LN852,C101,B,34
853,student853@example.edu,FN853,LN853,C101,B,22
854,student854@example.edu,FN854,LN854,C101,A,98
855,student855@example.edu,FN855,LN855,C101,B,9
856,student856@example.edu,FN856,LN856,C101,A,99
857,student857@example.edu,FN857,LN857,C101,B,77
858,student858@example.edu,FN858,LN858,C101,B,1
859,student859@example.edu,FN859,LN859,C101,B,44
860,student860@example.edu,FN860,LN860,C101,B,33
861,student861@example.edu,FN861,LN861,C101,B,90
862,student862@example.edu,FN862,LN862,C101,B,52
863,student863@example.edu,FN863,LN863,C101,B,87
864,student864@example.edu,FN864,LN864,C101,B,69
865,student865@example.edu,FN865,LN865,C101,B,38
866,student866@example.edu,FN866,LN866,C101,B,19
867,student867@example.edu,FN867,LN867,C101,B,59
868,student868@example.edu,FN868,LN868,C101,B,33
869,student869@example.edu,FN869,LN869,C101,B,62
870,student870@example.edu,FN870,LN870,C101,B,21
871,student871@example.edu,FN871,LN871,C101,B,59
872,student872@example.edu,FN872,LN872,C101,B,65
873,student873@example.edu,FN873,LN873,C101,B,5
874,student874@example.edu,FN874,LN874,C101,B,34
875,student875@example.edu,FN875,LN875,C101,B,65
876,student876@example.edu,FN876,LN876,C101,B,12
877,student877@example.edu,FN877,LN877,C101,A,95
878,student878@example.edu,FN878,LN878,C101,B,75
879,student879@example.edu,FN879,LN879,C101,B,54
880,student880@example.edu,FN880,LN880,C101,B,8
881,student881@example.edu,FN881,LN881,C101,B,45
882,student882@example.edu,FN882,LN882,C101,B,8
883,student883@example.edu,FN883,LN883,C101,B,84
884,student884@example.edu,FN884,LN884,C101,B,56
885,student885@example.edu,FN885,LN885,C101,B,2
886,student886@example.edu,FN886,LN886,C101,B,21
887,student887@example.edu,FN887,LN887,C101,B,64
888,student888@example.edu,FN888,LN888,C101,B,90
889,student889@example.edu,FN889,LN889,C101,B,20
890,student890@example.edu,FN890,LN890,C101,B,88
891,student891@example.edu,FN891,LN891,C101,B,11
892,student892@example.edu,FN892,LN892,C101,B,51
893,student893@example.edu,FN893,LN893,C101,B,81
894,student894@example.edu,FN894,LN894,C101,B,88
895,student895@example.edu,FN895,LN895,C101,B,35
896,student896@example.edu,FN896,LN896,C101,B,77
897,student897@example.edu,FN897,LN897,C101,B,38
898,student898@example.edu,FN898,LN898,C101,B,26
899,student899@example.edu,FN899,LN899,C101,B,67
900,student900@example.edu,FN900,LN900,C101,B,26
901,student901@example.edu,FN901,LN901,C101,B,30
902,student902@example.edu,FN902,LN902,C101,B,42
903,student903@example.edu,FN903,LN903,C101,B,34
904,student904@example.edu,FN904,LN904,C101,B,8
905,student905@example.edu,FN905,LN905,C101,B,9
906,student906@example.edu,FN906,LN906,C101,B,89
907,student907@example.edu,FN907,LN907,C101,B,66
908,student908@example.edu,FN908,LN908,C101,B,84
909,student909@example.edu,FN909,LN909,C101,B,47
910,student910@example.edu,FN910,LN910,C101,B,59
911,student911@example.edu,FN911,LN911,C101,B,65
912,student912@example.edu,FN912,LN912,C101,B,71
913,student913@example.edu,FN913,LN913,C101,A,94
914,student914@example.edu,FN914,LN914,C101,B,6
915,student915@example.edu,FN915,LN915,C101,B,21
916,student916@example.edu,FN916,LN916,C101,B,38
917,student917@example.edu,FN917,LN917,C101,B,83
918,student918@example.edu,FN918,LN918,C101,A,94
919,student919@example.edu,FN919,LN919,C101,A,91
920,student920@example.edu,FN920,LN920,C101,B,71
921,student921@example.edu,FN921,LN921,C101,B,34
922,student922@example.edu,FN922,LN922,C101,B,45
923,student923@example.edu,FN923,LN923,C101,B,78
924,student924@example.edu,FN924,LN924,C101,A,94
925,student925@example.edu,FN925,LN925,C101,B,29
926,student926@example.edu,FN926,LN926,C101,B,50
927,student927@example.edu,FN927,LN927,C101,B,71
928,student928@example.edu,FN928,LN928,C101,B,51
929,student929@example.edu,FN929,LN929,C101,B,22
930,student930@example.edu,FN930,LN930,C101,B,61
931,student931@example.edu,FN931,LN931,C101,B,33
932,student932@example.edu,FN932,LN932,C101,B,78
933,student933@example.edu,FN933,LN933,C101,B,42
934,student934@example.edu,FN934,LN934,C101,A,91
935,student935@example.edu,FN935,LN935,C101,B,28
936,student936@example.edu,FN936,LN936,C101,B,33
937,student937@example.edu,FN937,LN937,C101,B,78
938,student938@example.edu,FN938,LN938,C101,B,90
939,student939@example.edu,FN939,LN939,C101,B,31
940,student940@example.edu,FN940,LN940,C101,B,84
941,student941@example.edu,FN941,LN941,C101,B,3
942,student942@example.edu,FN942,LN942,C101,B,79
943,student943@example.edu,FN943,LN943,C101,B,51
944,student944@example.edu,FN944,LN944,C101,B,40
945,student945@example.edu,FN945,LN945,C101,B,55
946,student946@example.edu,FN946,LN946,C101,A,97
947,student947@example.edu,FN947,LN947,C101,B,31
948,student948@example.edu,FN948,LN948,C101,A,100
949,student949@example.edu,FN949,LN949,C101,B,34
950,student950@example.edu,FN950,LN950,C101,B,24
951,student951@example.edu,FN951,LN951,C101,B,9
952,student952@example.edu,FN952,LN952,C101,B,80
953,student953@example.edu,FN953,LN953,C101,A,93
954,student954@example.edu,FN954,LN954,C101,B,21
955,student955@example.edu,FN955,LN955,C101,B,74
956,student956@example.edu,FN956,LN956,C101,B,56
957,student957@example.edu,FN957,LN957,C101,B,74
958,student958@example.edu,FN958,LN958,C101,A,93
959,student959@example.edu,FN959,LN959,C101,B,18
960,student960@example.edu,FN960,LN960,C101,B,77
961,student961@example.edu,FN961,LN961,C101,B,33
962,student962@example.edu,FN962,LN962,C101,B,58
963,student963@example.edu,FN963,LN963,C101,B,67
964,student964@example.edu,FN964,LN964,C101,B,20
965,student965@example.edu,FN965,LN965,C101,B,17
966,student966@example.edu,FN966,LN966,C101,A,99
967,student967@example.edu,FN967,LN967,C101,B,17
968,student968@example.edu,FN968,LN968,C101,A,91
969,student969@example.edu,FN969,LN969,C101,B,56
970,student970@example.edu,FN970,LN970,C101,B,46
971,student971@example.edu,FN971,LN971,C101,B,39
972,student972@example.edu,FN972,LN972,C101,A,96
973,student973@example.edu,FN973,LN973,C101,B,51
974,student974@example.edu,FN974,LN974,C101,B,30
975,student975@example.edu,FN975,LN975,C101,B,14
976,student976@example.edu,FN976,LN976,C101,A,91
977,student977@example.edu,FN977,LN977,C101,B,26
978,student978@example.edu,FN978,LN978,C101,A,91
979,student979@example.edu,FN979,LN979,C101,B,87
980,student980@example.edu,FN980,LN980,C101,B,39
981,student981@example.edu,FN981,LN981,C101,B,8
982,student982@example.edu,FN982,LN982,C101,B,13
983,student983@example.edu,FN983,LN983,C101,B,29
984,student984@example.edu,FN984,LN984,C101,B,50
985,student985@example.edu,FN985,LN985,C101,B,41
986,student986@example.edu,FN986,LN986,C101,B,63
987,student987@example.edu,FN987,LN987,C101,B,12
988,student988@example.edu,FN988,LN988,C101,B,23
989,student989@example.edu,FN989,LN989,C101,B,5
990,student990@example.edu,FN990,LN990,C101,B,7
991,student991@example.edu,FN991,LN991,C101,B,76
992,student992@example.edu,FN992,LN992,C101,B,2
993,student993@example.edu,FN993,LN993,C101,A,96
994,student994@example.edu,FN994,LN994,C101,B,27
995,student995@example.edu,FN995,LN995,C101,B,87
996,student996@example.edu,FN996,LN996,C101,B,4
997,student997@example.edu,FN997,LN997,C101,B,63
998,student998@example.edu,FN998,LN998,C101,B,90
999,student999@example.edu,FN999,LN999,C101,B,67
1000,updated1000@example.edu,NEW1000,LNEW1000,C102,A,99
1001,student1001@example.edu,FN1001,LN1001,C101,B,15
1002,student1002@example.edu,FN1002,LN1002,C101,B,63
1003,student1003@example.edu,FN1003,LN1003,C101,A,97
1004,student1004@example.edu,FN1004,LN1004,C101,B,57
1005,student1005@example.edu,FN1005,LN1005,C101,B,60
1006,student1006@example.edu,FN1006,LN1006,C101,B,83
1007,student1007@example.edu,FN1007,LN1007,C101,B,48
1008,student1008@example.edu,FN1008,LN1008,C101,A,100
1009,student1009@example.edu,FN1009,LN1009,C101,B,26
1010,student1010@example.edu,FN1010,LN1010,C101,B,12
